name,region,rating,Red_Wine
Chateau Malescot St. Exupery 2009,"Margaux, Bordeaux, France",94,1
Chateau Malescot St. Exupery 2010,"Margaux, Bordeaux, France",94,1
Chateau Malescot St. Exupery 2011,"Margaux, Bordeaux, France",90,1
Chateau Malescot St. Exupery 2012,"Margaux, Bordeaux, France",92,1
Chateau Malescot St. Exupery 2014,"Margaux, Bordeaux, France",92,1
Chateau Malescot St. Exupery 2015,"Margaux, Bordeaux, France",93,1
Chateau Malescot St. Exupery (5 Liter Bottle Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",94,1
Chateau Malescot St. Exupery (6-Pack OWC Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",94,1
Chateau Malescot St. Exupery (Futures Pre-Sale) 2019,"Margaux, Bordeaux, France",96,1
Chateau Malmaison 2015,"Moulis, Bordeaux, France",90,1
Chateau Mangot (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",94,1
Chateau Margaux (1.5 Liter Magnum) 1982,"Margaux, Bordeaux, France",95,1
Chateau Margaux (1.5 Liter Magnum) 1994,"Margaux, Bordeaux, France",90,1
Chateau Margaux (1.5 Liter Magnum) 1998,"Margaux, Bordeaux, France",91,1
Chateau Margaux (1.5 Liter Magnum) 1999,"Margaux, Bordeaux, France",93,1
Chateau Margaux (1.5 Liter Magnum) 2015,"Margaux, Bordeaux, France",99,1
Chateau Margaux 1982,"Margaux, Bordeaux, France",92,1
Chateau Margaux 1983,"Margaux, Bordeaux, France",96,1
Chateau Margaux 1985,"Margaux, Bordeaux, France",93,1
Chateau Margaux 1986,"Margaux, Bordeaux, France",95,1
Chateau Margaux 1988,"Margaux, Bordeaux, France",93,1
Chateau Margaux 1989,"Margaux, Bordeaux, France",97,1
Chateau Margaux 1990,"Margaux, Bordeaux, France",96,1
Chateau Margaux 1993,"Margaux, Bordeaux, France",90,1
Chateau Margaux 1994,"Margaux, Bordeaux, France",90,1
Chateau Margaux 1996,"Margaux, Bordeaux, France",95,1
Chateau Margaux 1996,"Margaux, Bordeaux, France",95,1
Chateau Margaux 1997,"Margaux, Bordeaux, France",90,1
Chateau Margaux 1998,"Margaux, Bordeaux, France",91,1
Chateau Margaux 2000,"Margaux, Bordeaux, France",98,1
Chateau Margaux 2001,"Margaux, Bordeaux, France",93,1
Chateau Margaux 2009,"Margaux, Bordeaux, France",97,1
Chateau Margaux 2010,"Margaux, Bordeaux, France",98,1
Chateau Margaux 2011,"Margaux, Bordeaux, France",93,1
Chateau Margaux 2014,"Margaux, Bordeaux, France",95,1
Chateau Margaux 2015,"Margaux, Bordeaux, France",99,1
Chateau Margaux 2016,"Margaux, Bordeaux, France",97,1
Chateau Margaux (3 Liter Bottle) 2002,"Margaux, Bordeaux, France",92,1
Chateau Margaux (3 Liter Bottle) 2005,"Margaux, Bordeaux, France",94,1
Chateau Margaux (6 Liter Bottle) 2005,"Margaux, Bordeaux, France",94,1
Chateau Margaux 6-Pack OWC (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",99,1
Chateau Margaux (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",99,1
Chateau Margaux (half-bottle) 1996,"Margaux, Bordeaux, France",99,1
Chateau Margaux Pavillon Blanc 2011,"Bordeaux, France",93,0
Chateau Margaux Pavillon Rouge (1.5 Liter Magnum) 2016,"Margaux, Bordeaux, France",93,1
Chateau Margaux Pavillon Rouge 2000,"Margaux, Bordeaux, France",94,1
Chateau Margaux Pavillon Rouge 2003,"Margaux, Bordeaux, France",90,1
Chateau Margaux Pavillon Rouge 2005,"Margaux, Bordeaux, France",91,1
Chateau Margaux Pavillon Rouge 2006,"Margaux, Bordeaux, France",90,1
Chateau Margaux Pavillon Rouge 2010,"Margaux, Bordeaux, France",91,1
Chateau Margaux Pavillon Rouge 2012,"Margaux, Bordeaux, France",90,1
Chateau Margaux Pavillon Rouge 2014,"Margaux, Bordeaux, France",90,1
Chateau Margaux Pavillon Rouge 2015,"Margaux, Bordeaux, France",94,1
Chateau Margaux Pavillon Rouge 2016,"Margaux, Bordeaux, France",93,1
Chateau Margaux Pavillon Rouge (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",94,1
Chateau Margaux Pavillon Rouge (Futures Pre-Sale) 2019,"Margaux, Bordeaux, France",94,1
Chateau Margaux (scuffed label) 2003,"Margaux, Bordeaux, France",95,1
Chateau Margaux (stained labels) 1995,"Margaux, Bordeaux, France",95,1
Chateau Maris Biodynamic Old Vine Syrah 2007,"Languedoc, South of France, France",93,1
Chateau Maris Brama Grenache Gris 2011,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",90,0
Chateau Maris Brama Grenache Gris 2012,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",90,0
Chateau Maris Brama Grenache Gris 2014,"Vin de France, France",91,0
Chateau Maris Brama Grenache Gris 2015,"Vin de France, France",91,0
Chateau Maris Continuite de Nature 2011,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",91,1
Chateau Maris La Touge 2011,"Languedoc, South of France, France",90,1
Chateau Maris La Touge 2012,"Languedoc, South of France, France",90,1
Chateau Maris La Touge 2013,"Languedoc, South of France, France",91,1
Chateau Maris La Touge 2016,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",91,1
Chateau Maris Les Anciens Carignan 2013,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",90,1
Chateau Maris Les Anciens Carignan 2015,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",94,1
Chateau Maris Les Planels Old Vine Syrah 2011,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",90,1
Chateau Maris Les Planels Old Vine Syrah 2012,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",92,1
Chateau Maris Les Planels Old Vine Syrah 2014,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",92,1
Chateau Maris Les Planels Old Vine Syrah 2015,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",94,1
Chateau Maris Natural Selection Syrah 2013,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",93,1
Chateau Maris Old Vine Syrah 2004,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",90,1
Chateau Maris Syrah La Touge 2004,"Minervois, Languedoc, South of France, France",90,1
Chateau Maris Syrah La Touge 2005,"Minervois, Languedoc, South of France, France",90,1
Chateau Maris Syrah La Touge 2006,"Minervois, Languedoc, South of France, France",90,1
Chateau Marjosse 2012,"Bordeaux, France",90,1
Chateau Marjosse 2018,"Bordeaux, France",92,1
Chateau Marjosse Blanc 2012,"Entre-Deux-Mers, Bordeaux, France",90,0
Chateau Marjosse Blanc 2014,"Entre-Deux-Mers, Bordeaux, France",90,0
Chateau Marjosse Blanc 2015,"Entre-Deux-Mers, Bordeaux, France",90,0
Chateau Marjosse Blanc 2018,"Entre-Deux-Mers, Bordeaux, France",90,0
Chateau Marojallia 2000,"Margaux, Bordeaux, France",91,1
Chateau Marojallia 2005,"Margaux, Bordeaux, France",93,1
Chateau Marojallia 2006,"Margaux, Bordeaux, France",91,1
Chateau Marojallia 2009,"Margaux, Bordeaux, France",90,1
Chateau Marquis d'Alesme (1.5L Magnum) 2005,"Margaux, Bordeaux, France",91,1
Chateau Marquis d'Alesme 2005,"Margaux, Bordeaux, France",91,1
Chateau Marquis d'Alesme (Futures Pre-Sale) 2019,"Margaux, Bordeaux, France",94,1
Chateau Marquis de Terme 2009,"Margaux, Bordeaux, France",90,1
Chateau Marquis de Terme 2010,"Margaux, Bordeaux, France",91,1
Chateau Marsau 2012,"Cotes de Francs, Bordeaux, France",92,1
Chateau Marsau 2015,"Cotes de Francs, Bordeaux, France",90,1
Chateau Marsau 2016,"Cotes de Francs, Bordeaux, France",90,1
Chateau Maucaillou Moulis en Medoc 2005,"Medoc, Bordeaux, France",90,1
Chateau Maucaillou Moulis en Medoc 2009,"Medoc, Bordeaux, France",93,1
Chateau Maupague Cotes de Provence Sainte-Victoire Rose 2014,"Cotes de Provence, Provence, South of France, France",90,0
Chateau Maurac Cru Bourgeois 2015,"Haut Medoc, Bordeaux, France",92,1
Chateau Mauvesin Barton 2014,"Moulis, Bordeaux, France",90,1
Chateau Mauvesin Barton 2015,"Moulis, Bordeaux, France",90,1
Chateau Mauvesin Barton (Futures Pre-Sale) 2019,"Moulis, Bordeaux, France",93,1
Chateau Mayne Vieil 2011,"Fronsac, Bordeaux, France",91,1
Chateau Mayne Vieil 2015,"Fronsac, Bordeaux, France",90,1
Chateau Mayne Vieil 2014,"Fronsac, Bordeaux, France",90,1
Chateau Mayne Vieil Cuvee Alienor 2012,"Fronsac, Bordeaux, France",91,1
Chateau Mayne Vieil Cuvee Alienor 2013,"Fronsac, Bordeaux, France",91,1
Chateau Mayne Vieil Cuvee Alienor 2015,"Fronsac, Bordeaux, France",93,1
Chateau Mayne Vieil Cuvee Alienor 2016,"Fronsac, Bordeaux, France",92,1
Chateau Meyney 2004,"St. Estephe, Bordeaux, France",90,1
Chateau Meyney 2006,"St. Estephe, Bordeaux, France",90,1
Chateau Meyney 2009,"St. Estephe, Bordeaux, France",92,1
Chateau Meyney 2011,"St. Estephe, Bordeaux, France",90,1
Chateau Meyney 2014,"St. Estephe, Bordeaux, France",90,1
Chateau Meyney (Futures Pre-Sale) 2019,"St. Estephe, Bordeaux, France",92,1
Chateau Meyney (375ML half-bottle) 2004,"St. Estephe, Bordeaux, France",90,1
Chateau Meyney La Chapelle de Meyney 2010,"St. Estephe, Bordeaux, France",91,1
Chateau Meyney La Chapelle de Meyney 2011,"St. Estephe, Bordeaux, France",92,1
Chateau Minuty 281 Rose 2017,"Cotes de Provence, Provence, South of France, France",90,0
Chateau Minuty 281 Rose 2018,"Cotes de Provence, Provence, South of France, France",90,0
Chateau Minuty M Rose 2016,"Cotes de Provence, Provence, South of France, France",90,0
Chateau Minuty M Rose 2018,"Cotes de Provence, Provence, South of France, France",92,0
Chateau Minuty Prestige Rose 2014,"Cotes de Provence, Provence, South of France, France",91,0
Chateau Minuty Rose et Or 2016,"Cotes de Provence, Provence, South of France, France",91,0
Chateau Monbousquet (1.5 Liter Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",95,1
Chateau Monbousquet (1.5 Liter Magnum) 1999,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet (1.5 Liter Magnum) 2002,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet (1.5 Liter Magnum) 2005,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet (1.5 Liter Magnum) 2014,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet (1.5 Liter Magnum) 2016,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet 1994,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 1997,"St. Emilion, Bordeaux, France",92,1
Chateau Monbousquet 1999,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet 2001,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet 2002,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 2003,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 2004,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 2005,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet 2008,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet 2009,"St. Emilion, Bordeaux, France",93,1
Chateau Monbousquet 2010,"St. Emilion, Bordeaux, France",93,1
Chateau Monbousquet 2011,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 2012,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 2014,"St. Emilion, Bordeaux, France",90,1
Chateau Monbousquet 2016,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet (3 Liter Bottle) 1999,"St. Emilion, Bordeaux, France",94,1
Chateau Monbousquet (375ml half bottle) 1999,"St. Emilion, Bordeaux, France",91,1
Chateau Monbousquet Blanc 2003,"St. Emilion, Bordeaux, France",90,0
Chateau Monbousquet Blanc 2004,"St. Emilion, Bordeaux, France",90,0
Chateau Monbousquet Blanc 2005,"St. Emilion, Bordeaux, France",92,0
Chateau Monbousquet Blanc 2007,"St. Emilion, Bordeaux, France",93,0
Chateau Monbousquet Blanc 2009,"St. Emilion, Bordeaux, France",90,0
Chateau Monbousquet (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",95,1
Chateau Monbousquet (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",92,1
Chateau Mont Redon Chateauneuf-du-Pape 1998,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Mont Redon Chateauneuf-du-Pape 2001,"Chateauneuf-du-Pape, Rhone, France",92,1
Chateau Mont Redon Chateauneuf-du-Pape 2003,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Mont Redon Chateauneuf-du-Pape 2007,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Mont Redon Chateauneuf-du-Pape 2008,"Chateauneuf-du-Pape, Rhone, France",92,1
Chateau Mont Redon Chateauneuf-du-Pape 2009,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Mont Redon Chateauneuf-du-Pape 2010,"Chateauneuf-du-Pape, Rhone, France",91,1
Chateau Mont Redon Chateauneuf-du-Pape 2011,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Mont Redon Chateauneuf-du-Pape 2013,"Chateauneuf-du-Pape, Rhone, France",90,1
Chateau Mont Redon Chateauneuf-du-Pape 2014,"Chateauneuf-du-Pape, Rhone, France",91,1
Chateau Mont Redon Chateauneuf-du-Pape 2015,"Chateauneuf-du-Pape, Rhone, France",91,1
Chateau Mont Redon Chateauneuf-du-Pape Blanc 2012,"Chateauneuf-du-Pape, Rhone, France",90,0
Chateau Mont Redon Chateauneuf-du-Pape Blanc 2015,"Chateauneuf-du-Pape, Rhone, France",90,0
Chateau Mont Redon Cotes du Rhone 2005,"Cotes du Rhone, Rhone, France",91,1
Chateau Mont Redon Lirac Blanc 2016,"Lirac, Rhone, France",90,0
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 1995,"Calistoga, Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 1996,"Calistoga, Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 1997,"Calistoga, Napa Valley, California",95,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2000,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2001,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2002,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2003,"Calistoga, Napa Valley, California",94,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2006,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2007,"Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2010,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2012,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Calistoga, Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) 2015,"Calistoga, Napa Valley, California",95,1
Chateau Montelena Estate Cabernet Sauvignon (1.5 Liter Magnum) Loose Capsule 1998,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon 1979,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon 1980,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon 1982,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon 1987,"Calistoga, Napa Valley, California",98,1
Chateau Montelena Estate Cabernet Sauvignon 1990,"Calistoga, Napa Valley, California",94,1
Chateau Montelena Estate Cabernet Sauvignon 1993,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon 1994,"Napa Valley, California",95,1
Chateau Montelena Estate Cabernet Sauvignon 1995,"Calistoga, Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon 1996,"Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon 1997,"Napa Valley, California",95,1
Chateau Montelena Estate Cabernet Sauvignon 1999,"Calistoga, Napa Valley, California",94,1
Chateau Montelena Estate Cabernet Sauvignon 2000,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon 2001,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon 2002,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon 2003,"Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon 2004,"Calistoga, Napa Valley, California",94,1
Chateau Montelena Estate Cabernet Sauvignon 2005,"Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon 2007,"Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon 2006,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon 2008,"Calistoga, Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon 2010,"Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon 2012,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon 2013,"Napa Valley, California",92,1
Chateau Montelena Estate Cabernet Sauvignon 2014,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon (3 Liter - etched label) 2000,"Napa Valley, California",90,1
Chateau Montelena Estate Cabernet Sauvignon (375ML half-bottle) 1998,California,93,1
Chateau Montelena Estate Cabernet Sauvignon (375ML half-bottle) 2014,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon (6 Liter Bottle - Etched) 2002,"Calistoga, Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon (scuffed labels) 1991,"Calistoga, Napa Valley, California",91,1
Chateau Montelena Estate Cabernet Sauvignon (scuffed labels) 1998,"Napa Valley, California",93,1
Chateau Montelena Estate Cabernet Sauvignon Vertical 1998 through 2002,"Napa Valley, California",95,1
Chateau Montelena Estate Cabernet Sauvignon Vertical 1999 through 2001,"Napa Valley, California",95,1
Chateau Montelena Estate Cabernet Sauvignon Vertical 2002 through 2004,"Napa Valley, California",93,1
Chateau Montelena Estate Zinfandel 2013,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Estate Zinfandel 2014,"Calistoga, Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Napa Valley, California",92,1
Chateau Montelena Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2015,"Napa Valley, California",93,1
Chateau Montelena Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2016,"Napa Valley, California",92,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2000,"Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2002,"Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2003,"Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2005,"Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2013,"Napa Valley, California",90,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2014,"Napa Valley, California",92,1
Chateau Montelena Napa Valley Cabernet Sauvignon 2015,"Napa Valley, California",93,1
Chateau Montelena Napa Valley Cabernet Sauvignon (high shoulder fill) 1977,"Napa Valley, California",92,1
Chateau Montelena Napa Valley Chardonnay (1.5 Liter Magnum) 2011,"Napa Valley, California",93,0
Chateau Montelena Napa Valley Chardonnay (1.5 Liter Magnum) 2013,"Napa Valley, California",93,0
Chateau Montelena Napa Valley Chardonnay 2007,"Napa Valley, California",90,0
Chateau Montelena Napa Valley Chardonnay 2011,"Napa Valley, California",93,0
Chateau Montelena Napa Valley Chardonnay 2012,"Napa Valley, California",90,0
Chateau Montelena Napa Valley Chardonnay 2013,"Napa Valley, California",93,0
Chateau Montelena Napa Valley Chardonnay 2014,"Napa Valley, California",90,0
Chateau Montlabert 2015,"St. Emilion, Bordeaux, France",91,1
Chateau Montlabert 2016,"St. Emilion, Bordeaux, France",94,1
Chateau Montlandrie (Futures Pre-Sale) 2019,"Cotes de Castillon, Bordeaux, France",95,1
Chateau Montrose (1.5 Liter Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",98,1
Chateau Montrose (1.5 Liter Magnum) 2000,"St. Estephe, Bordeaux, France",95,1
Chateau Montrose (1.5 Liter Magnum) 2005,"St. Estephe, Bordeaux, France",93,1
Chateau Montrose (1.5 Liter Magnum) 2010,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose (1.5 Liter Magnum) 2014,"St. Estephe, Bordeaux, France",95,1
Chateau Montrose (1.5 Liter Magnum) 2016,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose 1982,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose 1985,"St. Estephe, Bordeaux, France",90,1
Chateau Montrose 1989,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose 1993,"St. Estephe, Bordeaux, France",90,1
Chateau Montrose 1995,"St. Estephe, Bordeaux, France",92,1
Chateau Montrose 1996,"St. Estephe, Bordeaux, France",92,1
Chateau Montrose 2000,"St. Estephe, Bordeaux, France",93,1
Chateau Montrose 2001,"St. Estephe, Bordeaux, France",93,1
Chateau Montrose 2003,"St. Estephe, Bordeaux, France",95,1
Chateau Montrose 2005,"St. Estephe, Bordeaux, France",93,1
Chateau Montrose 2006,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose 2008,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose 2009,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose 2010,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose 2011,"St. Estephe, Bordeaux, France",90,1
Chateau Montrose 2012,"St. Estephe, Bordeaux, France",92,1
Chateau Montrose 2014,"St. Estephe, Bordeaux, France",95,1
Chateau Montrose 2015,"St. Estephe, Bordeaux, France",92,1
Chateau Montrose 2016,"St. Estephe, Bordeaux, France",96,1
Chateau Montrose (3 Liter Bottle) 2000,"St. Estephe, Bordeaux, France",94,1
Chateau Montrose (3 Liter Bottle) 2003,"St. Estephe, Bordeaux, France",95,1
Chateau Montrose (375ML half-bottle) 1989,"St. Estephe, Bordeaux, France",95,1
Chateau Montrose (375ML half-bottle) 2005,"St. Estephe, Bordeaux, France",93,1
Chateau Montrose (6-Pack OWC Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",98,1
Chateau Montrose (Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",98,1
Chateau Montrose La Dame de Montrose 2000,"St. Estephe, Bordeaux, France",90,1
Chateau Montrose La Dame de Montrose 2008,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose La Dame de Montrose 2010,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose La Dame de Montrose 2011,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose La Dame de Montrose 2012,"St. Estephe, Bordeaux, France",92,1
Chateau Montrose La Dame de Montrose 2014,"St. Estephe, Bordeaux, France",90,1
Chateau Montrose La Dame de Montrose 2015,"St. Estephe, Bordeaux, France",93,1
Chateau Montrose La Dame de Montrose 2016,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose La Dame de Montrose (Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",92,1
Chateau Montrose (scuffed labels) 2004,"St. Estephe, Bordeaux, France",91,1
Chateau Montrose (stained label) 1990,"St. Estephe, Bordeaux, France",94,1
Chateau Montrose (stained label) 1999,"St. Estephe, Bordeaux, France",90,1
Chateau Montus Madiran 2001,France,91,1
Chateau Moulin Pey-Labrie 2004,"Fronsac, Bordeaux, France",90,1
Chateau Moulin Saint-Georges 1999,"St. Emilion, Bordeaux, France",90,1
Chateau Mourgues de Gres Collard Les Galets 2007,"Languedoc, South of France, France",92,1
Chateau Mouton Rothschild (1.5 Liter Magnum) 1982,"Pauillac, Bordeaux, France",98,1
Chateau Mouton Rothschild (1.5 Liter Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",99,1
Chateau Mouton Rothschild (1.5 Liter Magnum) 1999,"Pauillac, Bordeaux, France",90,1
Chateau Mouton Rothschild (1.5 Liter Magnum) 2011,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild (1.5 Liter Magnum) 2014,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild (1.5 Liter Magnum) 2015,"Pauillac, Bordeaux, France",96,1
Chateau Mouton Rothschild 1981,"Pauillac, Bordeaux, France",91,1
Chateau Mouton Rothschild 1981,"Pauillac, Bordeaux, France",91,1
Chateau Mouton Rothschild 1983,"Pauillac, Bordeaux, France",91,1
Chateau Mouton Rothschild 1985,"Pauillac, Bordeaux, France",90,1
Chateau Mouton Rothschild 1986,"Pauillac, Bordeaux, France",99,1
Chateau Mouton Rothschild 1990,"Pauillac, Bordeaux, France",90,1
Chateau Mouton Rothschild 1996,"Pauillac, Bordeaux, France",96,1
Chateau Mouton Rothschild 1998,"Pauillac, Bordeaux, France",91,1
Chateau Mouton Rothschild 1999,"Pauillac, Bordeaux, France",90,1
Chateau Mouton Rothschild 2001,"Pauillac, Bordeaux, France",94,1
Chateau Mouton Rothschild 2003,"Pauillac, Bordeaux, France",94,1
Chateau Mouton Rothschild 2005,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild 2008,"Pauillac, Bordeaux, France",92,1
Chateau Mouton Rothschild 2009,"Pauillac, Bordeaux, France",96,1
Chateau Mouton Rothschild 2010,"Pauillac, Bordeaux, France",98,1
Chateau Mouton Rothschild 2011,"Pauillac, Bordeaux, France",92,1
Chateau Mouton Rothschild 2012,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild 2013,"Pauillac, Bordeaux, France",93,1
Chateau Mouton Rothschild 2014,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild 2015,"Pauillac, Bordeaux, France",96,1
Chateau Mouton Rothschild (3 Liter Bottle) 1995,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild (375ML half-bottle) 1986,"Pauillac, Bordeaux, France",97,1
Chateau Mouton Rothschild (6 Liter Bottle) 2001,"Pauillac, Bordeaux, France",94,1
Chateau Mouton Rothschild 6-Pack OWC (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",99,1
Chateau Mouton Rothschild (Balthus label) 1993,"Pauillac, Bordeaux, France",90,1
Chateau Mouton Rothschild (cut capsule) 2005,"Pauillac, Bordeaux, France",95,1
Chateau Mouton Rothschild (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",99,1
Chateau Mouton Rothschild Le Petit Mouton 2005,"Pauillac, Bordeaux, France",91,1
Chateau Mouton Rothschild Le Petit Mouton 2006,"Pauillac, Bordeaux, France",90,1
Chateau Mouton Rothschild Le Petit Mouton 2010,"Pauillac, Bordeaux, France",91,1
Chateau Mouton Rothschild Le Petit Mouton 2014,"Pauillac, Bordeaux, France",92,1
Chateau Mouton Rothschild Le Petit Mouton 2015,"Pauillac, Bordeaux, France",91,1
